ensgene,entrez,symbol,chr,start,end,strand,biotype,description
ENSG00000271480,NA,RP11-475J5.10,5,100050719,100051063,-1,processed_pseudogene,
ENSG00000271482,NA,CTB-152G17.4,7,105204600,105204859,1,processed_pseudogene,
ENSG00000271483,NA,RP11-384A12.1,3,194471923,194472085,1,processed_pseudogene,
ENSG00000271484,NA,RP11-132J14.3,14,55546674,55548123,1,unprocessed_pseudogene,
ENSG00000271486,NA,AP000403.3,21,19620695,19621545,1,processed_pseudogene,
ENSG00000271488,NA,RBM11P1,6,132764660,132765458,1,processed_pseudogene,RNA binding motif protein 11 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:43743]
ENSG00000271490,NA,RP11-60E8.4,12,50806335,50806437,-1,processed_pseudogene,
ENSG00000271491,NA,RP11-787P24.4,11,23370116,23377644,-1,processed_pseudogene,
ENSG00000271492,NA,MEMO1P5,13,95394049,95394454,1,processed_pseudogene,mediator of cell motility 1 pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:49102]
ENSG00000271494,NA,CTB-23I7.3,5,151380341,151382381,1,processed_pseudogene,
ENSG00000271495,NA,RP11-666O2.1,16,28548331,28548658,-1,processed_pseudogene,
ENSG00000271496,NA,SNRPGP20,12,79989014,79989218,-1,processed_pseudogene,small nuclear ribonucleoprotein polypeptide G pseudogene 20 [Source:HGNC Symbol;Acc:HGNC:49376]
ENSG00000271498,NA,RP11-505K1.1,6,112825939,112826470,1,processed_pseudogene,
ENSG00000271499,NA,CTC-559E9.9,19,19750618,19752544,1,processed_pseudogene,
ENSG00000271500,NA,RP11-288K12.1,12,1695830,1698044,-1,processed_pseudogene,
ENSG00000271502,NA,RP6-166C19.17,X,120957227,120957479,1,processed_pseudogene,
ENSG00000271503,6352,CCL5,17,35871491,35880793,-1,protein_coding,chemokine (C-C motif) ligand 5 [Source:HGNC Symbol;Acc:HGNC:10632]
ENSG00000271507,NA,RP11-603B24.6,15,22202392,22202734,-1,unprocessed_pseudogene,
ENSG00000271508,NA,RP11-73B8.3,12,43633093,43633281,1,processed_pseudogene,
ENSG00000271509,NA,RP11-382A18.3,8,127292233,127292440,1,processed_pseudogene,
ENSG00000271511,NA,RP11-712C19.1,14,64361392,64361637,1,processed_pseudogene,
ENSG00000271519,NA,RP11-307A17.2,X,35864858,35869631,1,processed_pseudogene,
ENSG00000271522,NA,RP11-36B6.1,7,130790208,130791724,1,lincRNA,
ENSG00000271523,NA,RP4-576H24.5,20,1591392,1591848,1,processed_pseudogene,
ENSG00000271524,NA,BNIP3P17,19,20221869,20222463,1,processed_pseudogene,BCL2/adenovirus E1B 19kDa interacting protein 3 pseudogene 17 [Source:HGNC Symbol;Acc:HGNC:49697]
ENSG00000271525,NA,ARF4P1,9,134078904,134079444,1,processed_pseudogene,ADP-ribosylation factor 4 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:657]
ENSG00000271526,NA,RP4-668E10.2,7,9084022,9084175,1,processed_pseudogene,
ENSG00000271527,NA,RP11-7G12.2,1,165941235,165941769,-1,processed_pseudogene,
ENSG00000271530,NA,WBP1LP12,6,95124,95454,1,processed_pseudogene,WW domain binding protein 1-like pseudogene 12 [Source:HGNC Symbol;Acc:HGNC:51472]
ENSG00000271532,NA,RP11-426K3.1,2,101068378,101068656,1,processed_pseudogene,
ENSG00000271533,NA,RP3-368A4.6,X,74209976,74213660,-1,sense_intronic,
ENSG00000271536,NA,RP11-51I5.1,2,73877566,73878862,1,processed_pseudogene,
ENSG00000271537,NA,RP11-365F18.6,7,139198557,139199142,-1,processed_pseudogene,
ENSG00000271538,NA,RP11-326I11.4,4,184506460,184537554,-1,lincRNA,
ENSG00000271543,NA,RP11-692M12.5,11,47796169,47796379,1,processed_pseudogene,
ENSG00000271544,NA,AC006499.9,4,10238213,10238235,-1,processed_pseudogene,
ENSG00000271546,NA,RP4-725K1.1,1,148795797,148796325,1,processed_pseudogene,
ENSG00000271547,NA,RP11-579D7.8,12,48800576,48801086,-1,processed_pseudogene,
ENSG00000271550,NA,BNIP3P11,7,64678954,64687393,-1,processed_pseudogene,BCL2/adenovirus E1B 19kDa interacting protein 3 pseudogene 11 [Source:HGNC Symbol;Acc:HGNC:49724]
ENSG00000271551,NA,RP11-230C9.2,6,156776360,156778422,-1,antisense,
ENSG00000271553,NA,RP11-274B21.10,7,128667043,128668156,1,lincRNA,
ENSG00000271554,NA,RP4-665N4.8,1,35992109,36013630,-1,antisense,
ENSG00000271555,NA,CTD-3214K23.1,8,52722903,52723141,1,sense_intronic,
ENSG00000271557,NA,YPEL5P2,11,47841324,47841682,1,processed_pseudogene,YPEL5 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:50556]
ENSG00000271558,NA,RP11-445P19.2,1,187506838,187507119,-1,processed_pseudogene,
ENSG00000271559,NA,RP11-380N8.6,13,26229332,26229644,-1,processed_pseudogene,
ENSG00000271560,NA,KB-1410C5.4,8,101337496,101337649,1,processed_pseudogene,
ENSG00000271563,NA,HIRAP1,10,25691537,25692323,1,processed_pseudogene,histone cell cycle regulator pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:44916]
ENSG00000271564,103191607,RP13-444H2.1,13,52334295,52341896,1,lincRNA,
ENSG00000271565,NA,RP4-775C13.2,20,6219199,6219443,1,processed_pseudogene,
ENSG00000271567,730262,PPIAL4E,1,144372875,144373659,-1,protein_coding,peptidylprolyl isomerase A (cyclophilin A)-like 4E [Source:HGNC Symbol;Acc:HGNC:33997]
ENSG00000271568,NA,RP11-632K21.7,7,150603561,150604644,-1,processed_pseudogene,
ENSG00000271569,NA,IGKV1OR2-6,2,97355059,97355335,1,IG_V_pseudogene,immunoglobulin kappa variable 1/OR2-6 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:5770]
ENSG00000271573,NA,RP11-96C23.12,10,87027184,87027477,1,processed_pseudogene,
ENSG00000271576,NA,RP11-486G15.2,1,84076331,84077931,-1,lincRNA,
ENSG00000271578,NA,RP5-1033H2.1,1,101190520,101190994,1,processed_pseudogene,
ENSG00000271579,NA,RP11-116D17.3,12,115299588,115300708,-1,lincRNA,
ENSG00000271580,NA,RP11-536L3.4,1,205091163,205091946,1,processed_pseudogene,
ENSG00000271581,NA,XXbac-BPG248L24.12,6,31356647,31357637,1,unprocessed_pseudogene,
ENSG00000271582,NA,RP11-511P7.4,7,150484061,150485135,-1,processed_pseudogene,
ENSG00000271583,NA,RP11-638D14.1,2,146833501,146834038,-1,processed_pseudogene,
ENSG00000271584,NA,RP11-89C3.4,11,111091932,111097357,-1,lincRNA,
ENSG00000271585,NA,CTB-88F18.4,5,127176696,127177050,-1,processed_pseudogene,
ENSG00000271586,NA,RP11-52M17.1,7,44601032,44601487,1,processed_pseudogene,
ENSG00000271587,NA,GS1-531I17.3,17,65644308,65644617,1,processed_pseudogene,
ENSG00000271588,NA,LARP7P1,1,203400266,203400581,-1,processed_pseudogene,"La ribonucleoprotein domain family, member 7 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:49763]"
ENSG00000271589,NA,RP11-130N24.2,X,74769639,74769798,1,processed_pseudogene,
ENSG00000271590,NA,RP11-181E10.3,2,111210995,111212476,-1,lincRNA,
ENSG00000271593,NA,RP11-335E6.4,1,63159083,63162636,-1,lincRNA,
ENSG00000271595,NA,TCEB1P35,Y,17464879,17465214,-1,processed_pseudogene,"transcription elongation factor B (SIII), polypeptide 1 pseudogene 35 [Source:HGNC Symbol;Acc:HGNC:49176]"
ENSG00000271596,NA,RP11-407N8.4,12,50949117,50949384,-1,processed_pseudogene,
ENSG00000271597,NA,RP11-85D18.1,2,69251818,69252364,-1,processed_pseudogene,
ENSG00000271598,NA,CTD-2542C24.9,19,21025915,21026041,-1,processed_pseudogene,
ENSG00000271600,NA,RP11-864G5.8,11,102308557,102308797,-1,processed_pseudogene,
ENSG00000271601,128077,LIX1L,1,145933423,145958001,-1,protein_coding,limb and CNS expressed 1 like [Source:HGNC Symbol;Acc:HGNC:28715]
ENSG00000271602,NA,KRT8P49,11,4722740,4724171,-1,processed_pseudogene,keratin 8 pseudogene 49 [Source:HGNC Symbol;Acc:HGNC:48345]
ENSG00000271605,284021,MILR1,17,64449037,64468643,1,protein_coding,mast cell immunoglobulin-like receptor 1 [Source:HGNC Symbol;Acc:HGNC:27570]
ENSG00000271606,NA,RP11-27G13.5,4,155385352,155385492,1,unprocessed_pseudogene,
ENSG00000271607,NA,RP3-418A9.3,6,110863860,110864451,1,processed_pseudogene,
ENSG00000271608,NA,RP11-697G4.4,6,108551018,108551207,-1,processed_pseudogene,
ENSG00000271609,NA,CTB-31N19.4,16,21538487,21538794,1,processed_pseudogene,
ENSG00000271611,NA,RP4-813F11.3,7,140934867,140935010,1,processed_pseudogene,
ENSG00000271612,NA,HSPE1P14,8,102451763,102452483,1,processed_pseudogene,heat shock 10kDa protein 1 pseudogene 14 [Source:HGNC Symbol;Acc:HGNC:49333]
ENSG00000271614,NA,LINC00936,12,89708959,89712590,1,lincRNA,long intergenic non-protein coding RNA 936 [Source:HGNC Symbol;Acc:HGNC:27883]
ENSG00000271615,NA,ACTG1P22,2,57755428,57766052,1,transcribed_processed_pseudogene,actin gamma 1 pseudogene 22 [Source:HGNC Symbol;Acc:HGNC:51502]
ENSG00000271616,NA,RP11-578F21.13,15,28830619,28831182,-1,processed_pseudogene,
ENSG00000271618,NA,RP11-175G14.2,1,71738173,71738354,1,processed_pseudogene,
ENSG00000271620,NA,IGHV3OR16-7,16,33938337,33938799,-1,IG_V_pseudogene,immunoglobulin heavy variable 3/OR16-7 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:5642]
ENSG00000271621,NA,RP11-60E8.3,12,50847925,50848312,-1,processed_pseudogene,
ENSG00000271623,NA,RP11-435I10.5,16,28364700,28365333,1,processed_pseudogene,
ENSG00000271624,NA,RP11-651K21.1,11,131770795,131771638,-1,processed_pseudogene,
ENSG00000271625,NA,PSMA6P4,13,97475742,97476459,1,processed_pseudogene,"proteasome (prosome, macropain) subunit, alpha type, 6 pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:39609]"
ENSG00000271626,NA,RP11-3K24.2,17,60315834,60316215,1,processed_pseudogene,
ENSG00000271627,NA,RP11-165D20.1,2,91723023,91723605,1,processed_pseudogene,
ENSG00000271629,NA,RP11-79J24.1,2,21198518,21198896,-1,processed_pseudogene,
ENSG00000271631,NA,RP11-408O19.5,9,112885158,112885767,1,antisense,
ENSG00000271632,NA,RP11-496I2.7,14,19199763,19200279,-1,processed_pseudogene,
ENSG00000271635,NA,RP11-68E19.1,2,111558413,111559937,-1,processed_pseudogene,
ENSG00000271638,NA,BNIP3P19,19,20323992,20324568,-1,processed_pseudogene,BCL2/adenovirus E1B 19kDa interacting protein 3 pseudogene 19 [Source:HGNC Symbol;Acc:HGNC:49699]
ENSG00000271639,NA,RP11-289A15.1,2,233545482,233547032,1,processed_pseudogene,
ENSG00000271642,NA,MARK3P1,12,46682071,46682713,-1,processed_pseudogene,MAP/microtubule affinity-regulating kinase 3 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:50312]
ENSG00000271643,NA,RP11-10C24.3,3,33795688,33796950,-1,lincRNA,
ENSG00000271644,NA,RP3-365I19.2,1,144965025,144965135,1,processed_pseudogene,
ENSG00000271646,NA,RP11-326I11.3,4,184474802,184477304,1,lincRNA,
ENSG00000271647,NA,KRT8P47,1,44103306,44104703,-1,processed_pseudogene,keratin 8 pseudogene 47 [Source:HGNC Symbol;Acc:HGNC:44461]
ENSG00000271649,100652909,LINC00904,19,34892029,34898943,-1,lincRNA,long intergenic non-protein coding RNA 904 [Source:HGNC Symbol;Acc:HGNC:44325]
ENSG00000271650,NA,AL031601.4,10,42209990,42210383,1,processed_pseudogene,
ENSG00000271652,NA,RP11-168P6.2,13,54116476,54116851,1,processed_pseudogene,
ENSG00000271653,NA,RP11-259K5.1,3,37216779,37217988,1,lincRNA,
ENSG00000271654,NA,RP11-685B14.3,8,18387108,18387777,-1,processed_pseudogene,
ENSG00000271655,NA,BNIP3P35,19,22840432,22840921,-1,processed_pseudogene,BCL2/adenovirus E1B 19kDa interacting protein 3 pseudogene 35 [Source:HGNC Symbol;Acc:HGNC:49715]
ENSG00000271656,NA,RP11-114N19.5,14,81003325,81003645,-1,processed_pseudogene,
ENSG00000271657,NA,RP11-270B14.1,2,62168862,62171163,1,processed_pseudogene,
ENSG00000271659,NA,RP11-435O5.4,9,95514045,95514520,1,antisense,
ENSG00000271660,NA,RP1-73A14.2,X,146964176,146964485,-1,processed_pseudogene,
ENSG00000271661,NA,BNIP3P36,19,22994968,22995847,1,processed_pseudogene,BCL2/adenovirus E1B 19kDa interacting protein 3 pseudogene 36 [Source:HGNC Symbol;Acc:HGNC:49716]
ENSG00000271662,NA,RP11-141C7.3,3,195650146,195651472,-1,processed_pseudogene,
ENSG00000271664,NA,RP4-800G7.3,7,149275619,149277992,-1,unprocessed_pseudogene,
ENSG00000271666,NA,CTC-523E23.9,19,34825414,34825996,1,processed_pseudogene,
ENSG00000271667,NA,RP11-338I24.1,2,116687218,116687387,-1,processed_pseudogene,
ENSG00000271670,NA,RP11-95I16.4,10,120879256,120880667,-1,antisense,
ENSG00000271671,NA,RP11-598F17.2,3,96244732,96245335,-1,processed_pseudogene,
ENSG00000271672,NA,DUXAP8,22,15826566,15827187,1,transcribed_processed_pseudogene,double homeobox A pseudogene 8 [Source:HGNC Symbol;Acc:HGNC:32187]
ENSG00000271676,NA,RP11-1E1.2,4,77112495,77113458,-1,processed_pseudogene,
ENSG00000271677,NA,RP1-274L7.3,X,130545586,130546474,1,unprocessed_pseudogene,
ENSG00000271679,NA,LSM1P2,5,163887506,163887827,-1,processed_pseudogene,"LSM1 homolog, mRNA degradation associated pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:49777]"
ENSG00000271680,NA,RP11-564A8.8,1,206905928,206906393,1,processed_pseudogene,
ENSG00000271681,NA,RP11-1259L22.2,5,178344843,178345316,1,processed_pseudogene,
ENSG00000271682,NA,RP11-393B14.2,3,183462851,183463201,-1,processed_pseudogene,
ENSG00000271686,NA,CTD-2230M5.3,X,114389135,114389954,1,processed_pseudogene,
ENSG00000271687,NA,MTND5P10,5,100046977,100048785,-1,processed_pseudogene,MT-ND5 pseudogene 10 [Source:HGNC Symbol;Acc:HGNC:42272]
ENSG00000271691,NA,RP11-812E19.12,16,33851785,33852069,-1,unprocessed_pseudogene,
ENSG00000271693,NA,CTD-2194M22.1,X,88369343,88369459,1,processed_pseudogene,
ENSG00000271696,NA,RP11-548K12.13,7,57835309,57836251,-1,processed_pseudogene,
ENSG00000271697,NA,RP11-1012A1.10,14,67735195,67735350,1,processed_pseudogene,
ENSG00000271698,NA,GS1-393G12.13,8,144353228,144355609,-1,protein_coding,Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:A0A075B6T3]
ENSG00000271699,NA,SNX29P2,16,29350746,29370272,1,transcribed_unprocessed_pseudogene,
ENSG00000271701,NA,RP11-438F14.10,1,248601416,248601869,1,processed_pseudogene,
ENSG00000271702,NA,RP11-63N3.2,18,77632928,77633360,-1,processed_pseudogene,
ENSG00000271704,NA,BNIP3P20,19,20351502,20352079,1,processed_pseudogene,BCL2/adenovirus E1B 19kDa interacting protein 3 pseudogene 20 [Source:HGNC Symbol;Acc:HGNC:49700]
ENSG00000271705,NA,RPL17P3,14,81001166,81001786,-1,unprocessed_pseudogene,ribosomal protein L17 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:19796]
ENSG00000271707,NA,ATP1B3P1,2,60734895,60735715,-1,processed_pseudogene,"ATPase, Na+/K+ transporting, beta 3 pseudogene [Source:HGNC Symbol;Acc:HGNC:807]"
ENSG00000271709,NA,RP11-297J22.1,2,120866378,120867403,-1,lincRNA,
ENSG00000271710,NA,RP11-312P12.3,10,74641410,74641776,-1,processed_pseudogene,
ENSG00000271711,NA,RP11-392O18.2,3,150611262,150611877,-1,processed_pseudogene,
ENSG00000271712,NA,RP11-688D15.2,14,84998278,84999296,-1,processed_pseudogene,
ENSG00000271714,NA,CTD-2377O17.1,5,74865893,74867854,1,antisense,
ENSG00000271715,NA,CTD-2256P15.5,5,10269489,10269918,-1,lincRNA,
ENSG00000271716,NA,RP11-169K17.4,3,11607184,11610748,1,antisense,
ENSG00000271717,NA,CTD-3020H12.4,19,8222153,8239648,-1,antisense,
ENSG00000271723,NA,MROH7-TTC4,1,54641786,54742308,1,protein_coding,MROH7-TTC4 readthrough (NMD candidate) [Source:HGNC Symbol;Acc:HGNC:49180]
ENSG00000271724,NA,CTC-359M8.3,5,146375591,146376219,-1,sense_intronic,
ENSG00000271725,NA,RP11-761I4.4,15,81303215,81309391,-1,3prime_overlapping_ncrna,
ENSG00000271727,NA,RP11-532F6.4,6,711533,750729,1,lincRNA,
ENSG00000271730,NA,RP11-787I22.3,6,108998482,108999125,1,antisense,
ENSG00000271732,NA,RP5-1182A14.5,1,16617391,16617729,1,lincRNA,
ENSG00000271734,NA,RP1-111B22.3,6,108030249,108030718,-1,lincRNA,
ENSG00000271736,NA,RP11-85G21.3,1,157280716,157283068,1,lincRNA,
ENSG00000271737,NA,CTB-113I20.2,5,134005147,134005562,1,lincRNA,
ENSG00000271739,NA,RNU1-29P,7,120005976,120006101,-1,snRNA,"RNA, U1 small nuclear 29, pseudogene [Source:HGNC Symbol;Acc:HGNC:48371]"
ENSG00000271741,NA,RP11-244H3.4,1,34981533,35031741,-1,protein_coding,
ENSG00000271742,NA,RP4-680D5.9,1,15682873,15683128,-1,lincRNA,
ENSG00000271743,NA,CTD-2541M15.3,8,6615604,6617198,-1,lincRNA,
ENSG00000271745,NA,AC093668.2,7,102480080,102480165,1,miRNA,
ENSG00000271746,NA,RP1-202O8.3,1,6393555,6394391,1,antisense,
ENSG00000271748,NA,MIR92B,1,155195167,155195275,1,miRNA,microRNA 92b [Source:HGNC Symbol;Acc:HGNC:32920]
ENSG00000271749,NA,RP11-269G24.7,17,63393355,63393586,1,unprocessed_pseudogene,
ENSG00000271751,NA,RP11-110I1.14,11,119065263,119065677,-1,lincRNA,
ENSG00000271752,NA,RP11-269M20.3,5,50662859,50663266,-1,lincRNA,
ENSG00000271754,NA,RP3-337H4.9,6,43519180,43519724,-1,antisense,
ENSG00000271755,NA,RP1-153G14.4,6,27404010,27406964,-1,lincRNA,
ENSG00000271757,NA,RP11-111M22.5,11,76392196,76392905,1,lincRNA,
ENSG00000271758,NA,RP11-35J10.5,11,7704628,7882947,-1,lincRNA,
ENSG00000271761,NA,XXbac-BPGBPG55C20.3,6,57902609,57903148,-1,lincRNA,
ENSG00000271762,NA,RP11-213H15.4,5,91313057,91314402,-1,lincRNA,
ENSG00000271763,NA,RP11-386M24.9,15,92602910,92620015,1,antisense,
ENSG00000271765,NA,RN7SKP299,6,136545192,136545492,1,misc_RNA,"RNA, 7SK small nuclear pseudogene 299 [Source:HGNC Symbol;Acc:HGNC:46023]"
ENSG00000271766,NA,CTD-2195M15.3,5,127478295,127478737,1,lincRNA,
ENSG00000271771,NA,RP11-1250I15.3,5,34158121,34158767,1,lincRNA,
ENSG00000271774,NA,RP4-678D15.1,20,53255979,53487274,-1,antisense,
ENSG00000271776,NA,RP11-52L5.6,13,78596129,78599619,1,antisense,
ENSG00000271778,NA,RP11-379F4.8,3,158782547,158783124,1,sense_intronic,
ENSG00000271779,NA,RP11-87N3.6,17,64572829,64573081,1,processed_pseudogene,
ENSG00000271780,NA,RP11-1017G21.5,14,101948347,101949425,1,lincRNA,
ENSG00000271781,NA,CTD-2589H19.6,5,675826,676616,1,antisense,
ENSG00000271784,NA,RP1-28H20.3,20,46689659,46690289,1,lincRNA,
ENSG00000271787,NA,RP11-254F7.3,2,10054421,10054866,-1,antisense,
ENSG00000271788,NA,CTD-2201E18.5,5,43006733,43007543,-1,lincRNA,
ENSG00000271789,NA,RP5-1112D6.7,6,111297126,111298510,1,lincRNA,
ENSG00000271792,NA,CTB-35F21.5,5,139775305,139775472,1,lincRNA,
ENSG00000271793,NA,RP11-321N4.5,6,85557978,85615234,-1,protein_coding,Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:H0YAA0]
ENSG00000271795,NA,CTC-251D13.1,5,151509453,151512769,1,antisense,
ENSG00000271797,NA,CTC-428G20.6,5,115262505,115263448,1,antisense,
ENSG00000271798,677831,SNORA51,20,2655067,2655198,1,snoRNA,"small nucleolar RNA, H/ACA box 51 [Source:HGNC Symbol;Acc:HGNC:32644]"
ENSG00000271803,NA,RP1-63M2.5,20,33674517,33675380,1,antisense,
ENSG00000271806,NA,RP5-892K4.1,1,2141084,2145279,-1,antisense,
ENSG00000271810,NA,RP11-426L16.10,1,112702614,112711433,-1,protein_coding,Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:U3KQV3]
ENSG00000271811,NA,RP1-79C4.4,1,170667381,170669425,1,lincRNA,
ENSG00000271814,NA,RN7SKP290,X,12614003,12614197,-1,misc_RNA,"RNA, 7SK small nuclear pseudogene 290 [Source:HGNC Symbol;Acc:HGNC:46014]"
ENSG00000271815,NA,CTD-2235C13.3,5,75363760,75364242,1,lincRNA,
ENSG00000271816,729096,BMS1P4,10,73699151,73730487,-1,processed_transcript,BMS1 ribosome biogenesis factor pseudogene 4 [Source:EntrezGene;Acc:729096]
ENSG00000271817,NA,U3,4,158700691,158700909,1,snoRNA,Small nucleolar RNA U3 [Source:RFAM;Acc:RF00012]
ENSG00000271818,NA,RN7SKP4,13,45123093,45123414,1,misc_RNA,"RNA, 7SK small nuclear pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:42622]"
ENSG00000271819,NA,RNU6-94P,15,50347423,50347529,-1,snRNA,"RNA, U6 small nuclear 94, pseudogene [Source:HGNC Symbol;Acc:HGNC:47057]"
ENSG00000271820,285804,RP5-894D12.5,6,170266669,170276762,-1,lincRNA,
ENSG00000271821,NA,XXbac-BPG299F13.14,6,31200165,31201918,-1,lincRNA,
ENSG00000271824,389332,AC009014.3,5,136191468,136193134,-1,lincRNA,
ENSG00000271825,NA,RP11-337N6.2,2,177300600,177302006,1,antisense,
ENSG00000271826,101927352,PLS3-AS1,X,115518182,115562731,-1,antisense,PLS3 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:50343]
ENSG00000271828,NA,CTD-2310F14.1,5,56927874,56929573,1,antisense,
ENSG00000271830,NA,RP11-1C8.7,8,103481266,103481619,-1,lincRNA,
ENSG00000271831,NA,AL022345.9,10,42583767,42583793,1,unprocessed_pseudogene,
ENSG00000271833,NA,RP11-356B19.11,9,127366770,127367397,1,sense_intronic,
ENSG00000271840,NA,RP1-224A6.9,1,22100613,22101360,1,lincRNA,
ENSG00000271841,NA,RNU7-10P,3,17664963,17665025,1,snRNA,"RNA, U7 small nuclear 10 pseudogene [Source:HGNC Symbol;Acc:HGNC:34106]"
ENSG00000271843,NA,RP11-245J9.5,3,64008082,64008692,-1,lincRNA,
ENSG00000271848,NA,RP11-464F9.21,10,73654039,73674719,1,antisense,
ENSG00000271849,NA,CTC-332L22.1,5,109687802,109688329,-1,lincRNA,
ENSG00000271850,NA,RP11-16D22.2,13,34348043,34614170,1,lincRNA,
ENSG00000271851,NA,RP11-565F19.2,17,9553323,9555696,-1,sense_intronic,
ENSG00000271852,NA,SNORD11B,2,202291332,202291421,1,snoRNA,"small nucleolar RNA, C/D box 11B [Source:HGNC Symbol;Acc:HGNC:33571]"
ENSG00000271853,NA,RP1-178F15.5,1,153626332,153634340,-1,processed_transcript,
ENSG00000271855,NA,RP11-214N9.1,2,9555899,9556775,1,lincRNA,
ENSG00000271856,101929623,LINC01215,3,108125821,108138610,1,lincRNA,long intergenic non-protein coding RNA 1215 [Source:HGNC Symbol;Acc:HGNC:49651]
ENSG00000271857,NA,RP1-244F24.1,6,45421079,45422005,-1,antisense,
ENSG00000271858,11068,CYB561D2,3,50365334,50368197,1,antisense,"cytochrome b561 family, member D2 [Source:EntrezGene;Acc:11068]"
ENSG00000271860,NA,RP11-436D23.1,6,97816709,98399872,1,lincRNA,
ENSG00000271862,NA,RP11-343L5.2,5,83049376,83050964,-1,lincRNA,
ENSG00000271868,NA,RP11-1293J14.1,2,3496956,3497428,1,lincRNA,
ENSG00000271869,NA,RP11-51J9.5,8,30155830,30156232,-1,lincRNA,
ENSG00000271870,NA,RP11-97C16.1,3,3152942,3153435,1,antisense,
ENSG00000271871,NA,AC005740.6,5,141952419,141953375,1,antisense,
ENSG00000271874,NA,CTD-2024P10.2,5,34651457,34651888,-1,lincRNA,
ENSG00000271876,NA,AC073508.1,17,40665624,40665723,1,miRNA,
ENSG00000271880,NA,AGAP11,10,86970741,87010126,1,processed_transcript,ankyrin repeat and GTPase domain Arf GTPase activating protein 11 [Source:HGNC Symbol;Acc:HGNC:29421]
ENSG00000271882,NA,KB-1410C5.5,8,101208148,101208558,1,lincRNA,
ENSG00000271886,407054,MIR98,X,53556223,53556341,-1,miRNA,microRNA 98 [Source:HGNC Symbol;Acc:HGNC:31649]
ENSG00000271888,NA,RP11-560J1.2,6,15243923,15245000,-1,lincRNA,
ENSG00000271889,NA,RP11-493E12.1,2,61151433,61162105,-1,lincRNA,
ENSG00000271890,NA,OR10AE1P,1,159581620,159582648,-1,unprocessed_pseudogene,"olfactory receptor, family 10, subfamily AE, member 1 pseudogene [Source:HGNC Symbol;Acc:HGNC:14990]"
ENSG00000271892,NA,CTD-2228A4.1,5,17107360,17107789,-1,lincRNA,
ENSG00000271893,NA,RP11-762E8.1,2,195451778,195515699,-1,lincRNA,
ENSG00000271894,NA,RP11-482H16.1,2,56147630,56386171,1,processed_transcript,
ENSG00000271895,NA,RP4-635E18.8,1,11029659,11030528,1,antisense,
ENSG00000271897,NA,RP11-679B17.2,6,11607552,11607981,1,lincRNA,
ENSG00000271898,100616291,MIR4791,3,19314848,19314931,-1,miRNA,microRNA 4791 [Source:HGNC Symbol;Acc:HGNC:41704]
ENSG00000271899,100616154,MIR4466,6,156779678,156779731,-1,miRNA,microRNA 4466 [Source:HGNC Symbol;Acc:HGNC:41726]
ENSG00000271900,NA,RP11-1113L8.7,17,19601840,19602256,1,processed_pseudogene,
ENSG00000271901,NA,RP11-266E6.3,13,34545929,34671182,-1,lincRNA,
ENSG00000271904,NA,CTC-498M16.4,5,88433892,88498697,-1,lincRNA,
ENSG00000271905,NA,AC137590.1,12,132001690,132001775,-1,miRNA,
ENSG00000271907,NA,SNORA35,X,115126316,115126444,-1,snoRNA,Small nucleolar RNA SNORA35 [Source:RFAM;Acc:RF00566]
ENSG00000271911,NA,RP11-532F6.5,6,761675,780648,1,lincRNA,
ENSG00000271913,NA,RP1-111C20.4,6,158988178,159064925,1,antisense,
ENSG00000271914,NA,RP4-789D17.5,1,35929720,35930115,-1,lincRNA,
ENSG00000271916,NA,RP11-884K10.6,3,53797764,53798019,-1,antisense,
ENSG00000271917,NA,RP11-506O24.2,1,164828436,164829952,1,sense_intronic,
ENSG00000271918,NA,CTD-2287O16.5,5,116083807,116085416,-1,antisense,
ENSG00000271919,NA,RP11-269G24.8,17,63331984,63332539,-1,transcribed_processed_pseudogene,
ENSG00000271922,NA,snoU13,3,154329716,154329819,1,snoRNA,Small nucleolar RNA U13 [Source:RFAM;Acc:RF01210]
ENSG00000271923,NA,RNU6-86P,9,87998229,87998335,-1,snRNA,"RNA, U6 small nuclear 86, pseudogene [Source:HGNC Symbol;Acc:HGNC:47049]"
ENSG00000271924,NA,RNA5SP108,2,161409554,161409670,1,rRNA,"RNA, 5S ribosomal pseudogene 108 [Source:HGNC Symbol;Acc:HGNC:42906]"
ENSG00000271926,NA,CTD-2376I4.1,5,72953635,72954274,-1,lincRNA,
ENSG00000271930,NA,RP11-44N12.5,8,98943595,98944098,1,lincRNA,
